,Tweet_text,obesity_present,pre_count,post_count
221,#obesity stream being kicked off by Helen Croker our chair for the session. #bdaresearch https://t.co/7lOgTo6aVR,True,0,0
223,RT @NeilFlochMD: Perhaps you should mention that #bariatricsurgery resolves T2 #diabetes in those with #obesity in 82% at 1 year and 50% at…,True,0,2
225,Major parties outline school sport plans in bid to tackle 'public health emergency'  #ukedchat #PEgeeks #edutwitter #obesity #healthylifestyle #PErocks #PEteacher @Sport_England @uk_sport @Womeninsport_uk #PriPE #SecPE @sport4allsport @ThisGirlCanUK   https://t.co/9XSKng8LtZ,True,1,1
226,Missed It? Decline in Early Childhood #Obesity seen in #WIC families. #CDC: https://t.co/96q2m4K4aY,True,0,0
229,"RT @hulr_bariatrica: #surgeons #medicine
#bariatric #cirugiabariatrica
#bariatrica #obesidad #obesity
#ifso #obesity #obesitysurgery #fight…",True,0,1
233,Fantastic to host the Heathy Weight Workshop at Better's Ashburton Hall. Our main hall is at capacity to discuss and tackle #Obesity.  #HealthyCroydon  #CroydonFoodSmart @racheljflowers https://t.co/umZs10eplB,True,1,1
236,Food for thought about manipulating gut bacteria - #microbiome - #probiotics @neilflochmd - #obesity https://t.co/WGeM0S25VS,True,1,0
237,Metabolic and Bariatric Surgery for Pediatric Patients With Severe #Obesity | American Academy of Pediatrics - #bariatricsurgery #wls weight loss surgery @ASMBS #pediatrics  https://t.co/XvtJCJLY0l,True,0,4
238,"RT @BinaPattel: LINK BETWEEN #OBESITY AND GUM #DISEASE
NEW #STUDY

BOTH #DISEASES #INFLAMMATION IN COMMON

PERIODONTAL DISEASE OCCURS IN #P…",True,0,4
239,#Rescue or handling #Training for #scenarios involving people suffering from #Obesity? See how a Bariquin can help https://t.co/hltOcJ6ZFF #Fire #Paramedic #Ambulance #NHS #Nurses #HART #Firefighter #SAR #ISAR #Hospital #Care #BariatricTraining #Bariatric #PatientSafety #Dignity https://t.co/gZ1hdARqyn,True,0,0
241,#GLP1 #diabetes #obesity @NeilFlochMD https://t.co/EQrqCiguLw,True,0,1
242,Great job guys #obesity #diabetes #IDF2019 @DrSharma @AbdTahrani @EASOobesity - @NeilFlochMD @ASMBS @ASMBSIH https://t.co/KV8QgiEMHD,True,0,1
243,"Which exercise regimen protects bone health in older adults with obesity? 
@WileyNews #Obesity #Exercise #ResearchNews
https://t.co/Qyh0bxFhBW",True,0,0
244,Which #exercise regimen protects bone #health in older adults with #obesity? https://t.co/0sYU2XzdcJ,True,0,0
246,In T2 #diabetes and #obesity #bariatricsurgery #wls weight loss surgery can put #diabetes into remission @ASMBS @NeilFlochMD @novonordisk https://t.co/rV9e57hWWw,True,0,4
250,Perhaps you should mention that #bariatricsurgery resolves T2 #diabetes in those with #obesity in 82% at 1 year and 50% at 10 years https://t.co/27vu78fNCI,True,0,2
251,RT @NovoNordiskLive: What percentage of people living with #obesity believe that obesity has a large impact on overall health? #IDF2019 #Re…,True,0,0
252,Brilliant. Did I say this? Guess NOT - #Obesity is caused by out #genetic susceptibility and #environmental exposures such a substances in the food #edc - #sweet #salty #savory foods and real environment exposures. Our upbringing starts the process and some is behavior related https://t.co/t2xL5yd96d,True,2,0
254,Have you been living under a rock? #obesity is a bigger problem than starvation - we have have an #obesityepidemic and WE the people and THE POLITICIANS need to start to STOP it NOW! https://t.co/OFxOrvCpeI,True,0,0
256,"#RCPsychEDFac19 #eatingdisorders #obesity @rcpsychEDFac
https://t.co/p5YWvzBIQd",True,0,0
259,#sitting is the new #smoking. #obesity a chronic disease. #allhealthparameters on single click. #urhealthurdata @narendramodi,True,0,1
260,There needs to be better dialogue between #EatingDisorder and #obesity research and clinical work #rcpsychedfac19,True,0,0
261,Excellent lecture on #obesity policy from @DashaNicholls . Increased weight stigma —&gt; increased disordered eating and health damaging behaviours. Seems obvious and yet so much of the anti-obseity campaign is based around shame + judgement #RCPsychEDFac19,True,0,0
262,The importance of #WeightStigma in driving #obesity being discussed by @DashaNicholls #rcpsychedfac19,True,0,0
263,"LINK BETWEEN #OBESITY AND GUM #DISEASE
NEW #STUDY

BOTH #DISEASES #INFLAMMATION IN COMMON

PERIODONTAL DISEASE OCCURS IN #PATIENTS MORE SUSCEPTIBLE TO INFLAMMATION

BLOGS PRESENTING #AWARENESS #FACTS #STATS
https://t.co/vbHHjxj3e2
https://t.co/f20OPWqY9g

https://t.co/Np9ia55HDy https://t.co/LvwYNGdVvC",True,0,5
264,"Submit your #Abstract in your specialized field at 4th International Conference on #Diet &amp; #Nutrition scheduled during #March 23-24, 2020 at #Toronto, #Canada.

Scientific session: #Sports_Nutrition and #Fitness

#Nutritionconferences #DietConferences #Obesity https://t.co/7IIYu6mTFZ",True,6,0
268,"Over half the nation ‘at risk’ of chronic #disease due to #obesity
https://t.co/70Dt1uaj3y",True,0,1
271,"अगर मोटापे से हैं परेशान, तो जरुर जानें इसके ये अनसुने फायदे... #MotapekeFayde #Obesity #BenefitsofObesityinHindi #HealthTips https://t.co/DpnEWTQeVb",True,0,0
272,Great to see a packed room at today’s @BDA_Dietitians research symposium. Hearing from @AngelaMMadden about publishing research. #obesity stream starting shortly.... https://t.co/s2RvstRuiE,True,1,0
273,Dr @DashaNicholls discussing #obesity interventions from an #eatingdisorders perspective. “Shaming people does not improve lifestyle habits” #RCPsychEDFac19 @imperialcollege https://t.co/Csjb3n36Ys,True,0,0
275,"Binge-eating disorder is a serious disorder in which you will Continue to eat even when you are full.  
Visit @ https://t.co/CvKuYAy2eF
Book @ https://t.co/81fXsMLoAT
#Overweight #Obesity #LAckofexercise #Sleepapnea #diabesity #Delhi #Weightloss #Diabetes #diabesity https://t.co/3CKZEJ0Lqo",True,1,1
278,Great cross borough turnout at today's healthy weight workshop with Cllr Louisa Woodley &amp; @racheljflowers progressing the work being done to tackle #obesity in #Croydon #HealthyCroydon #CroydonFoodSmart @AshburtonHall #health #Wellbeing https://t.co/hcRnHTuLMA,True,1,1
279,"RT @IntJCanc: Does weight loss surgery affect colorectal cancer risk? 
#Obesity is a risk factor for #colorectalcancer. Yet, some research…",True,0,3
280,#Rescue or handling #Training for #scenarios involving people suffering from #Obesity? See how a Bariquin can help https://t.co/hltOcJ6ZFF #Fire #Paramedic #Ambulance #NHS #Nurses #HART #Firefighter #SAR #ISAR #Hospital #Care #BariatricTraining #Bariatric #PatientSafety #Dignity https://t.co/Xt7mgbJgho,True,0,0
282,"Endocrine disrupting chemicals do more than increase the risk of obesity. They also mess with the thyroid, insulin &amp; glucose, and the ability to conceive. Learn more at Endocrine Disruption Exchange @ https://t.co/maaq7991BB
https://t.co/ixEPiSR5t8
#obesity #hormones #Webinars https://t.co/G0QrPtWsSt",True,0,2
284,"Multi-sectoral policy frameworks, strategies &amp; community-based interventions are a vital component to address #obesity. Don't miss out on @WorldObesity's last webinar of the year on community-level interventions on Wednesday 11 December! Sign up here: https://t.co/5uk9KwRWF9 https://t.co/IGXBLXtPb4",True,0,1
285,"Did you know?

Physical inactivity results in a so-called ""disuse syndrome"" that includes obesity, premature aging, cardiovascular vulnerability, musculoskeletal fragility and depression. 
#health #healthy #fitness #MHI #cancer #physicalactivity #FitIndia #cvd #ageing #obesity https://t.co/2IXV3tsthf",True,1,2
286,WHY fail at #WEIGHTLOSS when #OBESITY is leading #HEALTH issue? Your EXCUSE(s) SIGN UP https://t.co/gX1YY00Q4w,True,0,0
287,RT @TanyasJustReal: #Socialmedia advertising damaging #obesity work https://t.co/rjcQ8N6aWf,True,0,0
289,"Does weight loss surgery affect colorectal cancer risk? 
#Obesity is a risk factor for #colorectalcancer. Yet, some research indicates that weight loss surgery could also increase colorectal cancer risk.

https://t.co/Ols2XaGBYY via @medical_xpress
@karolinskainst  @jenwentao",True,0,5
292,#Rescue or handling #Training for #scenarios involving people suffering from #Obesity? See how a Bariquin can help https://t.co/hltOcJ6ZFF #Fire #Paramedic #Ambulance #NHS #Nurses #HART #Firefighter #SAR #ISAR #Hospital #Care #BariatricTraining #Bariatric #PatientSafety #Dignity https://t.co/iZ6m2B4rPU,True,0,0
293,"RT @pamukkalehealth: It's not a dream to have a healthy body. 😊👍🏻
.
.
#healthtourism #weightloss #sleevegastrectomy #obesity #medicaltouris…",True,0,0
295,"A 'blue zones' #diet: Live longer from what you eat-#Dietcongress2020 invites for the international Conference on #Diet,#Nutrition and #obesity at #Auckland, come and be a #Speaker for the conference and #Submit your abstract   to: https://t.co/dfpTvkyuL0: #Weightloss,#Obesity https://t.co/z1sy77WaQD",True,4,0
296,"Some studies indicate sugar substitutes like aspartame, sucralose and saccharin, which are commonly found in diet drinks, can throw off your body's natural metabolic processes #obesity #nutrition #water… https://t.co/lv9P6PSnLY",True,3,1
297,"It's not a dream to have a healthy body. 😊👍🏻
.
.
#healthtourism #weightloss #sleevegastrectomy #obesity #medicaltourism #plasticsurgery #medical #plasticsurgeon #cosmeticsurgery #liposuction #tourism #ivf #intensive #medicaltour #cosmeticproduct #cosmetic #serum #pamukkale https://t.co/yfezklbvxJ",True,0,2
298,Impact of #lifestyle behaviors in early childhood on #obesity @@WileyResearch https://t.co/hMYZdRmIKB,True,0,0
299,Which #exercise regimen protects bone health in older adults with #obesity? @@WileyResearch https://t.co/Gg4ZANGg6f,True,0,0
301,RT @HealingMindsTW: Follow me on Intragram for regular posts regarding Eating Disorders and Obesity if you haven't already done so at heali…,True,0,0
302,#obesity #diet #nutrition #obesityconferences #manila #Philippines https://t.co/5YkOeTuHNw,True,2,0
304,"Euro Clinical Obesity: https://t.co/oTwyI9OwcD
Why is healthy obesity has become misleading concept ?#Antidrug #obesity #overweight #ketodiet #prevention #Eatingdisorders #diabetes #physicalactivity #weightloss #dietetics #nutrition https://t.co/flLs7GxXud",True,4,1
305,"#Diabetes and #Obesity Could Lead to Erectile Dysfunction
https://t.co/D1E0kXBtsZ",True,0,1
306,RT @EASOobesity: Check out the revised NOURISHING database - of interest to the global #publichealth  community https://t.co/qa03JfUWCG 🌍 #…,True,0,0
307,RT @NovoNordiskLive: Obesity is on the agenda here at #IDF2019. Listen to what Prof Carel le Roux has to say about the #obesity conversatio…,True,0,0
308,"Estratégias de perda de peso na dieta para si e para os pacientes: uma pesquisa transversal com mulheres médicas. #obesity #weighloss #emagrecimento #keto #ketogenicdiet #nutrition #lowcarb

https://t.co/fqorCNeLkr",True,5,0
309,"The next generation of problem lays squarely with the parents. If they do nothing or any activity of any real note, drink and eat like crap then your porker kids are going to continue the trend #obesity #changeyourself https://t.co/0VOINKGcB7",True,0,0
310,"#VitaminaA de fontes animais - mais boas notícias

https://t.co/eptk8ijRVz

#carnivorediet #dietacarnivora #yes2meat #zerocarb #carnecura #carnivorismo #meatheals #carnivore #nosetotail #notB12deficient #vitaminA #retinol #betacarotene #obesity https://t.co/Vv7F6FvZyK",True,4,0
311,"Euro Clinical Obesity: https://t.co/oTwyI9OwcD
High rates of obesity linked to chronic kidney disease,Younger and male gender are associated with higher obesity levels #Antidrug #obesity #overweight #Eatingdisorders #diabetes #physicalactivity #weightloss #dietetics #nutrition https://t.co/nOvqZva2Kp",True,2,3
312,RT @NatureRevEndo: #MustRead Review from @ADomingosLab - a #neuroimmunometabolic perspective of #obesity (£) https://t.co/GhKK7iUv07 https:…,True,0,1
313,Studies examine potential link between traffic-related air pollution and #obesity in Mexican-Americans @@WileyResearch https://t.co/NmTEFX3zFu,True,0,0
314,RT @BDA_Obesity: Looking forward to tomorrows @BDA_Dietitians Research Symposium and the launch of the #obesity stream at this years event…,True,1,0
316,"Fatty Liver: Causes, Symptoms, Treatments and Best Remedies
https://t.co/fNXFuRuofL  #lifestyle #tagfire #healthcare #follobackforfolloback #life #LOL #weightloss #healthy #obesity #Healing #health #diet #follow4follow #HealthTech #HealthyFood #love #aerobic #swag #awesome https://t.co/2qi4pADZpx",True,2,1
318,RT @Bariquins: #Rescue or handling #Training for #scenarios involving people suffering from #Obesity? See how a Bariquin can help https://t…,True,0,0
319,#pcos #obesity #WednesdayWisdom #WednesdayMotivation #MentalHealthMatters #mentalhealth #psychology #medtwitter #health #menopause #womenshealth https://t.co/VL8AqwXnLF,True,0,0
321,#Rescue or handling #Training for #scenarios involving people suffering from #Obesity? See how a Bariquin can help https://t.co/hltOcJ6ZFF #Fire #Paramedic #Ambulance #NHS #Nurses #HART #Firefighter #SAR #ISAR #Hospital #Care #BariatricTraining #Bariatric #PatientSafety #Dignity https://t.co/i9pEs1Lc8z,True,0,0
322,Core Outcomes and Instrument Set for Behavioural Weight Management Interventions - of interest to #behaviourchange #weightmanagement and #obesity community @busetto_luca @ECPObesity https://t.co/Vznlok4D08,True,0,0
323,Когда желудок диктует свои правила #obesity #fitness #HongKong https://t.co/3UixXA65C7,True,1,0
324,Our group is looking for candidates interested in the study of molecular mechanisms related to #obesity #diabetes and other metabolic disorders to apply for the next call of Juan de la Cierva postdoctoral fellowships. For further info please contact fernando.cardona@ibima.eu. https://t.co/Lg4SJ2ftFJ,True,0,3
325,Check out the revised NOURISHING database - of interest to the global #publichealth  community https://t.co/qa03JfUWCG 🌍 #obesity https://t.co/fFVfbbR2qN,True,0,0
326,Studies examine potential link between #traffic-related air #pollution and #obesity in Mexican-Americans https://t.co/4UA5c61a78,True,0,0
327,RT @HelmholtzMunich: We are happy to announce that renowned #obesity researcher Matthias Blüher has been appointed as Director of the new H…,True,0,0
328,"Heard from @STfLLondon at the #obesity Alliance meeting yesterday  @DPH_Lewisham. Trees so important to our #mentalhealth. @BeInspiredLEW walking group at 1.30pm today - join us, all welcome, extra specially #type2diabetes. Email gfl@gcda.org.uk or call @GCDAUK for information. https://t.co/cqKZYOYQ5t",True,1,1
